job_title,company,location,description,job_url,salary,company_logo,rating,experience,skills,source
Data Insights Analyst,Tata Consultancy Services,"Pune, Maharashtra, India","Tata Consultancy Services (TCS) is an IT services, consulting, and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys since its inception in 1968. Our consulting led, innovation-driven services help businesses evolve as perpetually adaptive enterprises, staying ahead in an ever changing digital landscape. Recognized for excellence in software development, we rapidly apply and scale new technologies, driving long-term value and scalable transformation. Many of these relationships have endured for decades, navigating every technology cycle from mainframes in the 1970s to Artificial Intelligence today.
 
A part of the Tata Group, India’s largest multinational business group, TCS has a highly skilled workforce spread across 55 countries and 202 service delivery centers across the world. 
 
Caution against fraudulent job offers: TCS doesn’t charge any fee throughout the recruitment process. Refer here: https://www.tcs.com/careers/india/recruitment-fraud-alert",https://in.linkedin.com/jobs/view/data-insights-analyst-at-tata-consultancy-services-4328075461?refId=zdrWhpSikOiVfTRInnwTsA%3D%3D&trackingId=1aDdzumrZmYQ2SqjWcH77w%3D%3D&position=20&pageNum=2,Not Disclosed,https://media.licdn.com/dms/image/v2/D4D0BAQGsGR9p4ikS5w/company-logo_100_100/company-logo_100_100/0/1708946550425/tata_consultancy_services_logo?e=1768435200&v=beta&t=1iP1_UdaOP8z6_RwQFnN91PS59VwhRQTwMlAb9oWIg4,2.1,3-4 years,"Product support, GCP, python, cae, AI Engineer, rest, Report Generation, MS Word, Data validation, Advanced Excel, engineering analysis, html5",LinkedIn
Accountant,Honeywell,"Bengaluru, Karnataka, India","Honeywell is a Fortune 500 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security, and energy. With approximately 110,000 employees worldwide, including more than 19,000 engineers and scientists, we have an unrelenting focus on quality, delivery, value, and technology in everything we make and do.

For additional information on how Honeywell processes your personal information please visit https://www.honeywell.com/privacy-statement.",https://in.linkedin.com/jobs/view/accountant-at-honeywell-4328902483?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=ahjZGLUylr3H%2Fu7B8QJLAA%3D%3D&position=23&pageNum=3,45000 per month,https://media.licdn.com/dms/image/v2/C560BAQFvcIh3UnA5zw/company-logo_100_100/company-logo_100_100/0/1630621634841/honeywell_logo?e=1768435200&v=beta&t=eD4MVgush0NenmLHIY70nUA6vJnxDtdwInQJyqlvs9A,1.0,1-2 years,"Formulas, Product support, Intune, python, microsoft, Company, Excel, AI Engineer, risk management, Word, Advanced Excel, Cyber Security",LinkedIn
HR Operations,Curefit,"Bengaluru, Karnataka, India","#BeBetterEveryday
bit.ly/downloadcultapp",https://in.linkedin.com/jobs/view/hr-operations-at-curefit-4329215233?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=ygx5u3lygaJ9fIDsX53DSQ%3D%3D&position=22&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/C4E0BAQHz4qKHD5cUbQ/company-logo_100_100/company-logo_100_100/0/1648357391662/cultfit_logo?e=1768435200&v=beta&t=d2CvGiw196kidUXeAMaUu_yDx9pe35o-SnciatBQcjs,3.5,3-4 years,"network optimization, MIS Excel, patch management, AutoCAD 2D, Excel, Draftsman Activities, Excellent Verbal And Written Communication Skills, network access control, routing, Operations management, Operations Manager, MIS",LinkedIn
Program Manager- Expansion,Curefit,"Lucknow, Uttar Pradesh, India","#BeBetterEveryday
bit.ly/downloadcultapp",https://in.linkedin.com/jobs/view/program-manager-expansion-at-curefit-4348045861?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=CbMSkXkAZCIT8wnWEHFsNg%3D%3D&position=20&pageNum=3,45000 per month,https://media.licdn.com/dms/image/v2/C4E0BAQHz4qKHD5cUbQ/company-logo_100_100/company-logo_100_100/0/1648357391662/cultfit_logo?e=1768435200&v=beta&t=d2CvGiw196kidUXeAMaUu_yDx9pe35o-SnciatBQcjs,3.5,3-4 years,"Power Point Presentation, Data Analytics, Data Visualization, Kannada, Administration, Vendor Management, Budgeting, Invoice processing, Visual Analytics, Reporting Analytics, Advanced Excel, Data Reporting",LinkedIn
Admin Assistant,noon,"Gurugram, Haryana, India","noon is a digital ecosystem of products and services that are built in the region. Our vision is to become the engine of efficiency and convenience for the people we serve. We will elevate the quality of life by inspiring people with what we built and how we built it.

Starting in 2017, noon is now a digital ecosystem of products and services:

noon.com
The region’s leading e-commerce platform and digital marketplace, offering incredible value across multiple categories with world-class service, delivering to customers in the Kingdom of Saudi Arabia, the United Arab Emirates, and Egypt. 

noon Grocery
noon's grocery platform delivers everything you need, from fresh fruits and vegetables to kitchen and household items, and more, at the best prices in the UAE.

NowNow
On-demand platform giving customers access to stores and services in their local neighborhood, delivery within minutes of ordering. You want it now? Get it NowNow.

noon pay
Secure, speedy, and efficient online payment platform from noon. Send money to people, pay for purchases directly, and access incredible rewards using noon pay. 

SIVVI
The region’s fastest fashion destination, SIVVI offers customers a market-leading offering with delivery available across the UAE and Saudi Arabia. 

noon Food
noon food is a restaurant-first platform on the noon app, offering fair commissions, a sustainable program, and operating flexibility for the food and beverage industry in the Middle East.

Namshi
The Middle East's leading fashion & lifestyle e-commerce platform.

A homegrown tech platform, noon has rapidly built deep native capabilities in its marketplace, fulfillment, logistics, and payment platforms. ",https://in.linkedin.com/jobs/view/admin-assistant-at-noon-4340353234?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=biZwaaliCgANcGsOxQistQ%3D%3D&position=21&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/C510BAQHuVrAgR-7UBA/company-logo_100_100/company-logo_100_100/0/1630597270656/nooncom_logo?e=1768435200&v=beta&t=EKAImyAuO3GhbxsCurf1x3VQ40ttPoJJdDJThE4Y9dQ,4.8,4-5 years,"Formulas, Product support, regulatory reporting, python, Interpersonal Skills, Company, it service desk, Excel, Guest Handling, rest, com, risk management",LinkedIn
Financial Planning And Analysis Manager,Reliance Retail,"Bangalore Urban, Karnataka, India","Reliance Retail is the retail initiative of RIL and an epicentre of our consumer-facing businesses. It has been ranked as the fastest-growing retailer in the world. It is ranked 53rd in the list of Top Global Retailers and is the only Indian Retailer to feature in the Top 100. It is the largest & the most profitable retailer in India with the widest reach. It has nearly 249 million registered customers buying across all its formats. It recorded more than 780 million footfalls across all its stores in FY23, a scale unmatched by any other retailer in India. With over 3 Million daily transactions, Reliance Retail operates at a scale unparalleled in the Indian retail industry and continues to enrich the quality of lives of millions of Indians every day.
Corporate frauds have become rampant, we wish to caution all potential job seekers that Reliance Industries Ltd. & its Group Companies: 
1. Do not charge any job seeker any money or deposit for giving employment offers and interviews or for providing laptop/uniform. 
2. Do not appoint any Agents, Agencies, or Individuals to make or issue offers of employment or benefits on their behalf. 
3. Do not ask for personal documents like mark sheets, PAN Card, Aadhaar Card, CV to be shared through WhatsApp or any other social media platform
4. Do not communicate using personal email IDs like Gmail, Yahoo, Hotmail, Outlook, etc. All official communications related to employment are done using an email address ending with “@ril.com”. 
5. Reliance Industries Ltd. and its Group Companies will neither be responsible for losses arising out of any fraudulent transactions nor bound by any fraudulent offers. 
6. As a responsible employer we have also developed a “Validate Your Offer” tab on our career page which can validate authenticity of offer released to candidates. It will be in our mutual interest that should there be any suspicious activity pertaining to fraudulent enrolment noticed, report to rr.vigilance@ril.com.",https://in.linkedin.com/jobs/view/financial-planning-and-analysis-manager-at-reliance-retail-4340650274?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=HWXFDSHDxWC6QgxC8Lla%2BQ%3D%3D&position=19&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/C4E0BAQHM_iN30Rgv3w/company-logo_100_100/company-logo_100_100/0/1631307312115?e=1768435200&v=beta&t=UJ-qbXS8f7IqDsjx7NCvyWNpHir-ogmToL3aLilEhYU,3.2,2-3 years,"Power Point Presentation, catia, system architecture, Data Visualization, python, enterprise architecture, Architecture, Excel, AI Engineer, rest, Beam, Project planning",LinkedIn
"Business Analyst, GFS - PPT",Amazon,"Bengaluru, Karnataka, India","Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1.""​ What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.",https://in.linkedin.com/jobs/view/business-analyst-gfs-ppt-at-amazon-4343422206?refId=zdrWhpSikOiVfTRInnwTsA%3D%3D&trackingId=hIFfUbBMYwodQ8wGIdx6CA%3D%3D&position=6&pageNum=2,25000 per month,https://media.licdn.com/dms/image/v2/D560BAQFd-gv1Ty4HDw/company-logo_100_100/B56ZnZw48WJwAQ-/0/1760295099177/amazon_logo?e=1768435200&v=beta&t=d8e8eJHSRNJj2Md1PgZ4Eybfq15JlxTbJvXR4_Rw6I0,1.7,1-2 years,"Formulas, Python Testing, GCP, Product support, regulatory reporting, python, enterprise architecture, power bi, Senior Programmer Analyst, microsoft, cae, Company",LinkedIn
Senior Business Manager - Bangalore,MakeMyTrip,"Bangalore Urban, Karnataka, India","With our three powerhouse brands—MakeMyTrip, Goibibo, and Redbus—we are proud pioneers of online travel in India. We empower millions of travelers with easy and instant travel solutions, offering a wide range of services, including flights, hotels, homestays, holiday packages, cabs, buses, and trains. Our recent expansions include successful corporate travel solutions, a travel suite for agents, and our entry into the Gulf market with tailored flight and hotel offerings.

Launched in 2005 as India’s first online travel portal, MakeMyTrip revolutionized travel planning with user-friendly platforms and value-driven pricing. This innovation led to our NASDAQ listing in 2010, making us the first Indian travel company to achieve this milestone.

Our commitment to excellence extends to our people, earning us recognition as one of India’s ‘Top 10 Best Companies to Work For’ for four consecutive years (2010-2013). In 2016, we were named the Best E-commerce Company by the Great Place to Work Institute.

Today, with millions of online visitors and an offline presence of 60+ stores, MakeMyTrip continues to redefine travel by connecting people and places, one journey at a time.",https://in.linkedin.com/jobs/view/senior-business-manager-bangalore-at-makemytrip-4342138523?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=UtHKI69QsWq1foHkz%2Fgr6w%3D%3D&position=16&pageNum=3,50000 per month,https://media.licdn.com/dms/image/v2/C4E0BAQGztBPTPiyXdA/company-logo_100_100/company-logo_100_100/0/1630583346942/makemytripcom_logo?e=1768435200&v=beta&t=7Cm4nBV8Zgv5_gB8UhghiHA-wcU-Z-eWXi2fg607nAs,3.9,2-3 years,"Formulas, GCP, Payroll, Power Point Presentation, regulatory reporting, Intune, BPO, Data Entry Operator, Product support, Data Visualization, python, enterprise architecture",LinkedIn
Buyer - EXIM,Hero MotoCorp,"Gurugram, Haryana, India","Hero MotoCorp, the world’s largest two-wheeler company, is shaping the future of mobility for over 125 million riders across 48 countries. Our story began in 1984, founded by the visionary Chairman Emeritus, Dr. Brijmohan Lall Munjal, with a bold vision: to make mobility accessible and aspirational for millions. Under the dynamic leadership of Executive Chairman, Dr. Pawan Munjal, we have grown into a global force in innovation, sustainability, and purpose-driven growth. Driven by our vision to ‘Be the Future of Mobility,’ we are innovating for tomorrow with our emerging mobility brand, VIDA, and groundbreaking innovations like the Surge S32, recognized as one of TIME's Best Inventions of 2024. 

With world-class R&D hubs in India and Germany, and advanced green manufacturing across three countries, we’re building more than machines.

We’re building momentum for the planet. 

From icons like Splendor and Karizma to our premium collaboration with Harley-Davidson, we deliver performance with purpose. Our commitment to sustainability runs deep - we've achieved zero waste-to-landfill and 455% water positivity, and our DJSI (Dow Jones Sustainability Index) recognition reflects our dedication to doing business the right way. Recognized by TIME as the World’s Best Organizations (2024) and Asia Pacific’s Best Companies (2025), we are an organization driven by values and powered by people. 

Hero MotoCorp is more than a workplace; it’s a launchpad for your boldest ambitions. 

Join us. 
Create. Collaborate. Inspire. 
Come, be the future of mobility.",https://in.linkedin.com/jobs/view/buyer-exim-at-hero-motocorp-4348751644?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=EP71yG0gpoEjN7sSlvoHfg%3D%3D&position=24&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/D560BAQGWyWL5FO6LCQ/company-logo_100_100/B56ZpxxW.tI4AU-/0/1762845356644?e=1768435200&v=beta&t=7mZ5JzI8ZXdNN-PMiPyF8Mil0-Sa2ZwwaNQElJSKbSY,4.8,4-5 years,"Product support, Formulas, Data Entry Operator, Data Management, python, Architecture, enterprise architecture, network security, ERP System, Company, Excel, bpo",LinkedIn
Trainee Data Analyst (Work from home),izmo ltd,"Bengaluru South, Karnataka, India","izmo limited - The World Leader in Automotive Solutions. We offer hi-tech Automotive e-retailing solutions in U.S.A, Mexico, Europe, and Asia.

izmo is a pioneer in the automotive retail space, with a trail blazing legacy of innovative products that define standards in the market - from the izmoToolkit in 2002 to the izmo web platform. izmo offerings include full-featured interactive online stores, car animation and graphics, comprehensive online marketing programs, sales performance coaching, OEM certified CRM and ILM Solutions, and online service management solutions, among other products.

izmo owns the world's largest collection of Automotive Images and Animation, namely izmoStudio. The izmoStudio visual tools and a comprehensive library of automotive content forms the platform on which izmoToolkit for Internet Sales is built on.

izmo has a client base of hundreds, from Fortune 100 OEMs to some of the largest automotive retail groups in the world.

izmo is a Deloitte Technology Fast 500 Asia Pacific company for three years in a row. The Deloitte Technology Fast 500 Asia Pacific program ranks the top 500 technology companies in the Asia Pacific according to their revenue performance over the last three years. The ranking is compiled by Deloitte Touche Tohmatsu, one of the largest professional services firms in the world.

izmo is also present in the Enterprise Software space, with connectivity and security products from Open Text, etc.",https://in.linkedin.com/jobs/view/trainee-data-analyst-work-from-home-at-izmo-ltd-4343500911?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=a37nlDwtsNFlXnuJ80YaCw%3D%3D&position=17&pageNum=3,25000 per month,https://media.licdn.com/dms/image/v2/C4D0BAQG8FIacJ_56AA/company-logo_100_100/company-logo_100_100/0/1631341141494?e=1768435200&v=beta&t=xEDS_BkpBZJv05CG6I0jw03IGHpOrjLX04sopVKSN6A,3.6,3-4 years,"Product support, GCP, python, Architecture, cae, AI Engineer, rest, Report Generation, MS Word, Data validation, Advanced Excel, engineering analysis",LinkedIn
Assistant Manager- Procurement,Unilever,Mumbai Metropolitan Region,"Every day, 3.4 billion people around the world enjoy our products - from ground-breaking brands like Hellmann's, Domestos, Dove and Rexona (to name just a few). Our brands lead the way - innovating in their fields, delighting their consumers and powering our business forward. 
 
And it is our people who make everything happen. Our bright and curious people who imagine and create the future - diverse, passionate and ambitious people. 
 
A role with us means endless opportunities with global brands that make markets and people who play to win. We make markets and create cultures through some of the biggest brands and best-known products in the world.
 
Talented teams in 190 countries redefine the way we do business and set new standards for our brands. Always learning, always innovating. Is this your moment?",https://in.linkedin.com/jobs/view/assistant-manager-procurement-at-unilever-4328350084?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=l%2Bsj6bXrwD3c5oB%2FA5vlyA%3D%3D&position=18&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/D4E0BAQEH2cARdsXBkw/company-logo_100_100/B4EZpzv3SDIUAQ-/0/1762878519078/unilever_logo?e=1768435200&v=beta&t=BrUnT7TSSKOkvXPKefBJ9GB5N6Xb_YxrjAM2uqc3kYs,3.0,4-5 years,"Formulas, GCP, Power Point Presentation, Azure, Data Visualization, python, enterprise architecture, Excel, AI Engineer, risk management, Project planning, Advanced Excel",LinkedIn
Procurement Operation Specialist,Tata Electronics,"Dholera, Gujarat, India","Tata Electronics is a prominent global player in the electronics manufacturing industry, with fast-emerging capabilities in Electronics Manufacturing Services, Semiconductor Assembly and Test, Semiconductor Foundry, and Design Services. 

Established in 2020 as a greenfield venture of the Tata Group, the company aims to serve global customers through integrated offerings across a trusted electronics and semiconductor value chain.  ",https://in.linkedin.com/jobs/view/procurement-operation-specialist-at-tata-electronics-4348204266?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=fIic8CzOtpy%2FDCJtMI8CZA%3D%3D&position=15&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/D560BAQGUfMOwSwX5Nw/company-logo_100_100/company-logo_100_100/0/1733900139257/tataelectronicspvtltd_logo?e=1768435200&v=beta&t=uKI2CAmDG8u2NicgjybtNLZRxod7HFLrCDyFoV1Ao10,1.0,0-1 years,"Python Testing, Product support, regulatory reporting, catia, system architecture, Company, Excel, AI Engineer, Draftsman Activities, com, risk management, Advanced Excel",LinkedIn
Finance Controller,Jar,"Bengaluru, Karnataka, India","Jar is India’s premier financial fitness platform, guiding millions toward smarter savings with effortless ease. Leveraging the power of UPI 2.0, Jar enables users to save fixed amounts daily in digital gold starting with just ₹10. 

Users also have the freedom to withdraw their savings as cash, have physical gold delivered to their doorstep, or invest in jewellery through our exclusive brand, Nek.

Backed by top investors like Tiger Global, Arkam Ventures, and Tribe Capital, Jar is reshaping how gold is accessed and managed, both for everyday users and businesses. ",https://in.linkedin.com/jobs/view/finance-controller-at-jar-4328952785?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=Q8XuzFfbo5dy2zZaHZB7Ng%3D%3D&position=14&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/D560BAQFstciXrweNeg/company-logo_100_100/B56ZlSM5hGI8AQ-/0/1758020737797/jarapp_logo?e=1768435200&v=beta&t=ruT_dy4F7wEL0-Nsfjxc9bU816niP483nHrs5Yg_F44,3.2,2-3 years,"AI/ML Models, AI/ML, python, SAP, Tensorflow, BOM, Data Entry, vba, power pivot, Excel, computer architecture, rest",LinkedIn
KPMG INDIA - Credit Risk Specialist - Assistant Manager & Manager,KPMG India,"Mumbai, Maharashtra, India","KPMG entities in India are established under the laws of India and are owned and managed (as the case may be) by established Indian professionals. Established in September 1993, the KPMG entities have rapidly built a significant competitive presence in the country. Today we operate from offices across 14 cities including in Ahmedabad, Bengaluru, Chandigarh, Chennai, Gurugram, Hyderabad, Jaipur, Kochi, Kolkata, Mumbai, Noida, Pune, Vadodara and Vijayawada.

KPMG entities have a domestic client base of over 2700 companies. Our global approach to service delivery helps provide value-added services to clients.

Our differentiation is derived from a rapid performance-based, industry-tailored and technology-enabled business advisory services delivered by some of the leading talented professionals in the country. KPMG professionals are grouped by industry focus and our clients are able to deal with industry professionals who speak their language. Our internal information technology and knowledge management systems enable the delivery of informed and timely business advice to clients.",https://in.linkedin.com/jobs/view/kpmg-india-credit-risk-specialist-assistant-manager-manager-at-kpmg-india-4336567180?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=WxSsUEMXUqFX%2Bw8jLHrFJA%3D%3D&position=12&pageNum=3,50000 per month,https://media.licdn.com/dms/image/v2/D4D0BAQHIpYzIxl3Tzw/company-logo_100_100/company-logo_100_100/0/1725976856949/kpmgindia_logo?e=1768435200&v=beta&t=YH6knKRDslAiYMqHVB9NWHSu_4NPn48N0sPgsCp0G2w,2.8,4-5 years,"Formulas, Ticketing Tools, Product support, Power Point Presentation, regulatory reporting, Data Visualization, python, Architecture, enterprise architecture, Company, financial analysis, Excel",LinkedIn
"Business Analyst, Finance & Accounting",Amazon,"Bengaluru, Karnataka, India","Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.

Together, Amazonians research and develop new technologies from Amazon Web Services to Alexa on behalf of our customers: shoppers, sellers, content creators, and developers around the world.

Our mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind.

You'll also hear us say that at Amazon, it's always ""Day 1.""​ What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.",https://in.linkedin.com/jobs/view/business-analyst-finance-accounting-at-amazon-4346216074?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=1pTG480zWGpmFX4%2FjISdrg%3D%3D&position=8&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/D560BAQFd-gv1Ty4HDw/company-logo_100_100/B56ZnZw48WJwAQ-/0/1760295099177/amazon_logo?e=1768435200&v=beta&t=d8e8eJHSRNJj2Md1PgZ4Eybfq15JlxTbJvXR4_Rw6I0,2.7,4-5 years,"Formulas, Python Testing, GCP, Product support, regulatory reporting, python, enterprise architecture, power bi, Senior Programmer Analyst, microsoft, cae, Company",LinkedIn
Procurement Operation Specialist,Tata Electronics,"Assam, India","Tata Electronics is a prominent global player in the electronics manufacturing industry, with fast-emerging capabilities in Electronics Manufacturing Services, Semiconductor Assembly and Test, Semiconductor Foundry, and Design Services. 

Established in 2020 as a greenfield venture of the Tata Group, the company aims to serve global customers through integrated offerings across a trusted electronics and semiconductor value chain.  ",https://in.linkedin.com/jobs/view/procurement-operation-specialist-at-tata-electronics-4348115086?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=%2BJlielwqmQaqvb5ZXML7rw%3D%3D&position=4&pageNum=3,35000 per month,https://media.licdn.com/dms/image/v2/D560BAQGUfMOwSwX5Nw/company-logo_100_100/company-logo_100_100/0/1733900139257/tataelectronicspvtltd_logo?e=1768435200&v=beta&t=uKI2CAmDG8u2NicgjybtNLZRxod7HFLrCDyFoV1Ao10,4.1,1-2 years,"Python Testing, Product support, regulatory reporting, catia, system architecture, Company, Excel, AI Engineer, Draftsman Activities, com, risk management, Advanced Excel",LinkedIn
Operations Executive - Supply Chain,Curefit,"Bengaluru, Karnataka, India","#BeBetterEveryday
bit.ly/downloadcultapp",https://in.linkedin.com/jobs/view/operations-executive-supply-chain-at-curefit-4329016193?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=nPpjeaWMfAVC3tKN7l68XQ%3D%3D&position=5&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/C4E0BAQHz4qKHD5cUbQ/company-logo_100_100/company-logo_100_100/0/1648357391662/cultfit_logo?e=1768435200&v=beta&t=d2CvGiw196kidUXeAMaUu_yDx9pe35o-SnciatBQcjs,4.3,3-4 years,"Formulas, Data Entry Operator, Data Management, network security, ERP System, Excel, bpo, Draftsman Activities, Report Generation, network access control, Word, accounting",LinkedIn
Associate Analyst,EY,"Gurugram, Haryana, India","EY is building a better working world by creating new value for clients, people, society, the planet, while building trust in the capital markets.

Enabled by data, AI and advanced technology, EY teams help clients shape the future with confidence and develop answers for the most pressing issues of today and tomorrow.

EY teams in more than 150 countries work across a full spectrum of services in assurance, consulting, tax, strategy and transactions, strengthened by sector experience and diverse ecosystem partners.
 
Find out more about the EY global network: http://ey.com/en_gl/legal-statement",https://in.linkedin.com/jobs/view/associate-analyst-at-ey-4345647402?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=3Hn5wOgWZRMNYN5mfWGOzw%3D%3D&position=3&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/C510BAQGpRhkpxp5A9A/company-logo_100_100/company-logo_100_100/0/1630570672166/ernstandyoung_logo?e=1768435200&v=beta&t=yoSYSk3Ny77S85m1NOMQAjgBjFLMpVkuRRYscpzB5gM,4.4,1-2 years,"GCP, python, cae, AI Engineer, rest, MS Word, Data validation, Advanced Excel, engineering analysis, html5, process improvement, BOM Management",LinkedIn
Data Analyst,Risebird,India,"Save 70% of your engineering team, avoid wasting time interviewing unfit and non-serious candidates. Scale your team quickly. 

RiseBird provides on-demand 12K+ verified interviewers and A.I. powered insights for screening interviews.

Our verified interviewers help hiring teams to identify good candidates quickly and give competitive advantage to roll out offers. 

Identify proxy candidates and remove them from talent pipeline as early as possible.

50+ enterprise customers. Large and Mid IT companies - EY, Tech Mahindra, UST Global, Mphasis, GlobalLogic, Coforge etc. Product companies - Adobe, Coverfox, MedFin, WedMeGood etc",https://in.linkedin.com/jobs/view/data-analyst-at-risebird-4347832832?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=AOOLwrHxXOhSuAuffkcH4Q%3D%3D&position=11&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/C560BAQFhFvBUj51xow/company-logo_100_100/company-logo_100_100/0/1630635948065/risebird1_logo?e=1768435200&v=beta&t=QuRzfxd8E2Vf2NEAfUwY1wJOQvmtUQb_7FX82vgPJWs,4.1,2-3 years,"Product support, GCP, python, cae, AI Engineer, rest, MS Word, Data validation, Advanced Excel, engineering analysis, html5, process improvement",LinkedIn
Business Analyst,EXL,"Gurugram, Haryana, India","Choosing a digital partner is about more than capabilities — it’s about collaboration and character.

Unrealistic overhauls and off-the-shelf products ignore what matters most — your unique needs, culture, goals, and your legacy data and technology environments.

At EXL, our collaboration is built on ongoing listening and learning to adapt our methodologies. We’re your business evolution partner—tailoring solutions that make the most of data to make better business decisions and drive more intelligence into your increasingly digital operations.

Whether your goals are scaling the use of AI and digital, redesign operating models, or driving better and faster decisions, we’re here to partner with you to help you gain—and maintain—competitive advantage with efficient, sustainable models at scale.

Our expertise in transformation, data science, and change management helps make your business more efficient and effective, improve customer relationships and enhance revenue growth. Instead of focusing on multi-year, resource- and time-intensive platform designs or migrations, we look deeper at your entire value chain to integrate strategies with impact.

We use our specialization in analytics, digital interventions, and operations management—alongside deep industry expertise — to deliver solutions that help you outperform the competition.

At EXL, it’s all about outcomes—your outcomes—and delivering success on your terms. Share your goals with us and together, we’ll optimize how you leverage data to drive your business forward.

For more information, visit www.exlservice.com.",https://in.linkedin.com/jobs/view/business-analyst-at-exl-4328517183?refId=0f5vT0j%2FwLI%2BJ8XxILZgZg%3D%3D&trackingId=%2FcZtHRqQEuLX6NNtzMwS6Q%3D%3D&position=9&pageNum=3,Not Disclosed,https://media.licdn.com/dms/image/v2/D4E0BAQHZga8kSwpMTQ/company-logo_100_100/company-logo_100_100/0/1719841183720/exl_service_logo?e=1768435200&v=beta&t=Lsbz-dQy4qpCbw8ZN8sN8vtgedJ9G3d1wAcnStdjluU,1.4,3-4 years,"GCP, python, cae, AI Engineer, rest, MS Word, Data validation, Advanced Excel, engineering analysis, html5, process improvement, BOM Management",LinkedIn
